Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature_Difference,Machine_Power,Wear_Rate,Heat_Index,Mechanical_Stress,Temperature_Ratio,RPM_per_Torque,Power_per_Wear,Torque_per_Temp,Wear_Temp_Product,Machine_failure
297.1,308.6,1717,31.3,61,0,0,0,0,0,0,0,1,11.5,53742.1,0.03550640279394645,91685.06000000001,1909.3,1.0387075058902726,53.15789473684211,866.808064516129,0.10142579390797148,701.5,0
296.2,306.9,1526,34.9,140,0,0,0,0,0,0,1,0,10.699999999999989,53257.4,0.091683038637852,90903.77999999998,4886.0,1.0361242403781228,42.50696378830084,377.7120567375887,0.11371782339524275,1497.9999999999984,0
302.2,311.4,1390,48.1,40,0,0,0,0,0,0,1,0,9.199999999999989,66859.0,0.02875629043853343,94105.07999999999,1924.0,1.030443414956982,28.30957230142566,1630.7073170731708,0.1544637122671805,367.99999999999955,0
297.4,308.0,1383,46.2,188,0,0,0,0,0,0,1,0,10.600000000000023,63894.600000000006,0.13583815028901733,91599.2,8685.6,1.035642232683255,29.300847457627118,338.0666666666667,0.15000000000000002,1992.8000000000043,0
302.4,311.9,1366,47.3,162,0,0,0,0,0,1,0,0,9.5,64611.799999999996,0.1185076810534016,94318.55999999998,7662.599999999999,1.031415343915344,28.281573498964804,396.39141104294475,0.151651170246874,1539.0,0
297.3,308.3,1309,61.5,56,0,0,0,0,0,0,1,0,11.0,80503.5,0.042748091603053436,91657.59000000001,3444.0,1.0369996636394214,20.944,1412.342105263158,0.19948102497567305,616.0,0
301.7,310.6,1380,45.8,70,0,0,0,0,0,0,0,1,8.900000000000034,63203.99999999999,0.05068790731354091,93708.02,3206.0,1.0294995028173684,29.48717948717949,890.1971830985915,0.14745653573728265,623.0000000000024,0
303.2,311.4,1514,41.2,230,0,0,0,0,0,0,1,0,8.199999999999989,62376.8,0.15181518151815182,94416.48,9476.0,1.0270448548812665,35.87677725118483,270.02943722943724,0.13230571612074504,1885.9999999999973,0
299.5,309.1,1357,47.3,106,0,0,0,0,0,0,1,0,9.600000000000023,64186.1,0.0780559646539028,92575.45000000001,5013.799999999999,1.0320534223706177,28.0952380952381,599.8700934579439,0.15302491103202845,1017.6000000000024,0
300.7,310.7,1507,46.1,209,0,0,0,0,0,0,1,0,10.0,69472.7,0.13859416445623343,93427.48999999999,9634.9,1.033255736614566,31.99575371549894,330.8223809523809,0.14837463791438688,2090.0,0
299.2,310.4,1395,55.4,76,0,0,0,0,0,0,0,1,11.199999999999989,77283.0,0.054441260744985676,92871.68,4210.4,1.0374331550802138,24.73404255319149,1003.6753246753246,0.17847938144329897,851.1999999999991,0
300.2,309.2,1431,51.3,57,0,0,0,0,0,0,1,0,9.0,73410.3,0.039804469273743016,92821.84,2924.1,1.0299800133244503,27.361376673040155,1265.6948275862069,0.16591203104786545,513.0,0
298.7,308.6,1722,24.7,64,0,0,0,0,0,0,0,1,9.900000000000034,42533.4,0.0371445153801509,92178.82,1580.8,1.0331436223635757,67.00389105058366,654.36,0.08003888528839921,633.6000000000022,0
299.3,308.6,1482,37.6,132,0,0,0,0,0,0,1,0,9.300000000000011,55723.200000000004,0.08900876601483479,92363.98000000001,4963.2,1.031072502505847,38.39378238341969,418.9714285714286,0.12184057031756318,1227.6000000000015,0
298.7,309.9,1465,39.7,72,0,0,0,0,0,0,1,0,11.199999999999989,58160.50000000001,0.04911323328785812,92567.12999999999,2858.4,1.0374958151991964,35.995085995085994,796.7191780821919,0.12810584059373994,806.3999999999992,0
297.4,308.2,1585,46.2,37,0,0,0,0,0,1,0,0,10.800000000000011,73227.0,0.023329129886506934,91658.68,1709.4,1.0363147276395428,33.58050847457627,1927.0263157894738,0.14990266060999352,399.6000000000004,0
302.8,312.2,1481,40.2,230,0,0,0,0,0,0,1,0,9.399999999999977,59536.200000000004,0.15519568151147098,94534.16,9246.0,1.0310435931307793,35.94660194174757,257.7324675324675,0.1287636130685458,2161.9999999999945,0
301.0,309.6,1724,28.1,133,0,0,0,0,0,0,1,0,8.600000000000023,48444.4,0.07710144927536232,93189.6,3737.3,1.0285714285714287,59.24398625429553,361.5253731343284,0.09076227390180878,1143.800000000003,0
303.4,311.8,2133,18.3,207,0,0,0,0,0,0,0,1,8.400000000000034,39033.9,0.09700093720712277,94600.12,3788.1000000000004,1.0276862228081742,110.51813471502591,187.66298076923078,0.058691468890314305,1738.800000000007,0
299.4,308.8,1390,57.0,92,0,0,0,0,0,0,1,0,9.400000000000034,79230.0,0.06613946800862688,92454.72,5244.0,1.0313961255845026,23.96551724137931,851.9354838709677,0.18458549222797926,864.8000000000031,0
299.0,310.3,1475,42.4,93,0,0,0,0,0,0,1,0,11.300000000000011,62540.0,0.06300813008130081,92779.7,3943.2,1.0377926421404682,33.986175115207374,665.3191489361702,0.1366419593941347,1050.900000000001,0
301.6,310.5,1593,34.5,102,0,0,0,0,0,0,1,0,8.899999999999977,54958.5,0.06398996235884567,93646.8,3519.0,1.0295092838196285,44.87323943661972,533.5776699029126,0.1111111111111111,907.7999999999977,0
301.6,310.7,1380,51.8,216,0,0,0,1,0,0,1,0,9.099999999999966,71484.0,0.1564083997103548,93707.12000000001,11188.8,1.0301724137931034,26.136363636363637,329.4193548387097,0.1667203089797232,1965.5999999999926,1
300.2,311.4,1568,41.0,32,0,0,0,0,0,0,1,0,11.199999999999989,64288.0,0.020395156150414276,93482.27999999998,1312.0,1.0373084610259826,37.333333333333336,1948.121212121212,0.13166345536287732,358.39999999999964,0
297.4,308.3,1483,38.8,23,0,0,0,0,0,0,1,0,10.900000000000034,57540.399999999994,0.01549865229110512,91688.42,892.4,1.0366509751176867,37.26130653266332,2397.5166666666664,0.1258514433992864,250.70000000000078,0
298.5,309.5,1569,41.0,153,0,0,0,0,0,0,1,0,11.0,64329.0,0.09745222929936306,92385.75,6273.0,1.036850921273032,37.357142857142854,417.7207792207792,0.13247172859450726,1683.0,0
302.0,310.4,1212,55.6,79,0,1,0,0,0,0,0,1,8.399999999999977,67387.2,0.0651277823577906,93740.79999999999,4392.400000000001,1.0278145695364238,21.413427561837455,842.3399999999999,0.17912371134020622,663.5999999999982,1
301.6,311.0,1485,40.1,142,0,0,0,0,0,0,1,0,9.399999999999977,59548.5,0.0955585464333782,93797.6,5694.2,1.0311671087533156,36.13138686131387,416.4230769230769,0.12893890675241157,1334.7999999999968,0
297.5,308.9,1390,44.6,140,0,0,0,0,0,0,1,0,11.399999999999977,61994.0,0.100647016534867,91897.75,6244.0,1.0383193277310923,30.482456140350877,439.6737588652482,0.14438329556490775,1595.9999999999968,0
299.3,308.8,1341,47.7,199,0,0,0,0,0,0,1,0,9.5,63965.700000000004,0.1482861400894188,92423.84000000001,9492.300000000001,1.0317407283661877,27.535934291581107,319.8285,0.15446891191709844,1890.5,0
303.1,312.3,1623,31.6,101,0,0,0,0,0,0,0,1,9.199999999999989,51286.8,0.062192118226600986,94658.13,3191.6000000000004,1.0303530188056746,49.78527607361963,502.81176470588235,0.10118475824527698,929.1999999999989,0
299.1,310.2,1352,52.8,41,0,0,0,0,0,0,1,0,11.099999999999966,71385.59999999999,0.030303030303030304,92780.82,2164.7999999999997,1.037111334002006,25.13011152416357,1699.6571428571426,0.1702127659574468,455.0999999999986,0
296.7,307.9,1579,33.4,50,0,0,0,0,0,1,0,0,11.199999999999989,52738.6,0.03164556962025317,91353.93,1670.0,1.0377485675766767,45.901162790697676,1034.0901960784313,0.10847677817473206,559.9999999999994,0
299.2,310.6,1498,41.1,88,0,0,0,0,0,0,1,0,11.400000000000034,61567.8,0.05870580386924616,92931.52,3616.8,1.038101604278075,35.581947743467936,691.7730337078652,0.13232453316162265,1003.200000000003,0
296.3,307.4,1958,19.1,67,0,0,0,0,0,0,0,1,11.099999999999966,37397.8,0.034201123021949976,91082.62,1279.7,1.0374620317246033,97.41293532338308,549.9676470588236,0.06213402732595967,743.6999999999978,0
303.7,313.0,1456,45.5,51,0,0,0,0,0,0,1,0,9.300000000000011,66248.0,0.035003431708991076,95058.09999999999,2320.5,1.030622324662496,31.311827956989248,1274.0,0.14536741214057508,474.3000000000006,0
297.4,308.3,1535,34.6,51,0,0,0,0,0,0,0,1,10.900000000000034,53111.0,0.033203125,91688.42,1764.6000000000001,1.0366509751176867,43.11797752808989,1021.3653846153846,0.11222834901070386,555.9000000000017,0
300.0,309.1,1431,45.4,90,0,0,0,0,0,0,1,0,9.100000000000023,64967.4,0.06284916201117319,92730.0,4086.0,1.0303333333333333,30.84051724137931,713.9274725274726,0.14687803299902943,819.000000000002,0
301.9,310.7,1405,48.8,78,0,0,0,0,0,0,1,0,8.800000000000011,68564.0,0.05547652916073969,93800.32999999999,3806.3999999999996,1.0291487247432924,28.21285140562249,867.8987341772151,0.15706469262954617,686.4000000000009,0
300.6,310.0,1542,33.9,100,0,0,0,0,0,0,0,1,9.399999999999977,52273.799999999996,0.06480881399870382,93186.0,3390.0,1.0312707917498336,44.183381088825215,517.5623762376238,0.10935483870967741,939.9999999999977,0
302.3,311.4,1909,23.2,25,0,0,0,0,0,0,0,1,9.099999999999966,44288.799999999996,0.013089005235602094,94136.22,580.0,1.0301025471386038,78.88429752066116,1703.4153846153845,0.07450224791265254,227.49999999999915,0
298.0,308.7,1436,48.2,201,0,0,0,0,0,0,0,1,10.699999999999989,69215.2,0.13987473903966596,91992.59999999999,9688.2,1.0359060402684563,29.186991869918696,342.64950495049504,0.1561386459345643,2150.6999999999975,0
298.8,309.3,1618,35.1,173,0,0,0,0,0,0,0,1,10.5,56791.8,0.10685608400247067,92418.84000000001,6072.3,1.035140562248996,44.81994459833795,326.3896551724138,0.11348205625606207,1816.5,0
297.8,307.7,1505,39.7,25,0,0,0,0,0,0,1,0,9.899999999999977,59748.50000000001,0.016600265604249667,91633.06,992.5000000000001,1.0332437877770315,36.977886977886975,2298.019230769231,0.12902177445563862,247.49999999999943,0
300.7,310.4,1416,61.8,209,0,0,1,1,0,0,1,0,9.699999999999989,87508.8,0.14749470712773466,93337.27999999998,12916.199999999999,1.032258064516129,22.547770700636942,416.7085714285714,0.1990979381443299,2027.2999999999977,1
296.6,307.7,1474,52.6,101,0,0,0,0,0,0,0,1,11.099999999999966,77532.40000000001,0.06847457627118644,91263.82,5312.6,1.0374241402562372,27.5,760.1215686274511,0.17094572635684108,1121.0999999999965,0
300.4,309.7,1367,51.2,143,0,0,0,0,0,0,0,1,9.300000000000011,69990.40000000001,0.10453216374269006,93033.87999999999,7321.6,1.0309587217043943,26.18773946360153,486.0444444444445,0.16532127865676463,1329.9000000000017,0
299.5,308.6,1672,30.5,177,0,0,0,0,0,0,1,0,9.100000000000023,50996.0,0.10579796772265392,92425.70000000001,5398.5,1.0303839732888147,53.07936507936508,286.4943820224719,0.09883344134802333,1610.700000000004,0
301.6,310.8,1961,21.8,148,0,0,0,0,0,0,1,0,9.199999999999989,42749.8,0.07543323139653414,93737.28000000001,3226.4,1.030503978779841,86.00877192982456,286.9114093959732,0.07014157014157014,1361.5999999999983,0
299.2,308.5,1544,41.6,146,0,0,0,0,0,0,1,0,9.300000000000011,64230.4,0.09449838187702266,92303.2,6073.6,1.0310828877005347,36.24413145539906,436.94149659863945,0.13484602917341978,1357.8000000000015,0
300.7,311.2,1452,44.4,33,0,0,0,0,0,0,1,0,10.5,64468.799999999996,0.022711631108052306,93577.84,1465.2,1.0349185234452942,31.98237885462555,1896.141176470588,0.14267352185089974,346.5,0
299.3,308.6,1371,50.5,136,0,0,0,0,0,0,1,0,9.300000000000011,69235.5,0.09912536443148688,92363.98000000001,6868.0,1.031072502505847,26.62135922330097,505.36861313868616,0.16364225534672713,1264.8000000000015,0
297.2,308.6,1500,37.1,161,0,0,0,0,0,0,1,0,11.400000000000034,55650.0,0.1072618254497002,91715.92,5973.1,1.0383580080753703,39.37007874015748,343.51851851851853,0.12022034996759559,1835.4000000000055,0
302.3,311.2,1454,43.8,112,0,0,0,0,0,0,0,1,8.899999999999977,63685.2,0.07697594501718213,94075.76,4905.599999999999,1.0294409526959973,32.455357142857146,563.5858407079646,0.14074550128534705,996.7999999999975,0
299.5,309.0,1602,31.3,210,0,0,0,0,0,0,0,1,9.5,50142.6,0.13100436681222707,92545.5,6573.0,1.0317195325542572,49.59752321981425,237.642654028436,0.10129449838187703,1995.0,0
299.1,309.5,1512,39.0,75,0,0,0,0,0,0,1,0,10.399999999999977,58968.0,0.0495703899537343,92571.45000000001,2925.0,1.0347709796054831,37.8,775.8947368421053,0.1260096930533118,779.9999999999983,0
298.9,309.9,1592,32.0,60,0,0,0,0,0,0,1,0,11.0,50944.0,0.03766478342749529,92629.10999999999,1920.0,1.036801605888257,48.24242424242424,835.1475409836065,0.1032591158438206,660.0,0
299.6,310.9,1533,31.8,91,0,0,0,0,0,0,1,0,11.299999999999955,48749.4,0.059322033898305086,93145.64,2893.8,1.037716955941255,46.737804878048784,529.8847826086957,0.10228369250562883,1028.2999999999959,0
298.8,310.1,1653,30.3,119,0,0,0,0,0,0,1,0,11.300000000000011,50085.9,0.07194679564691657,92657.88,3605.7000000000003,1.037817938420348,52.811501597444085,417.3825,0.09771041599484037,1344.7000000000014,0
297.8,307.5,1581,33.1,116,0,0,0,0,0,0,1,0,9.699999999999989,52331.100000000006,0.07332490518331226,91573.5,3839.6000000000004,1.0325721961047682,46.36363636363636,447.274358974359,0.10764227642276424,1125.1999999999987,0
297.7,307.2,1668,37.8,5,0,0,0,0,0,0,1,0,9.5,63050.399999999994,0.0029958058717795086,91453.43999999999,189.0,1.0319113201209271,42.98969072164949,10508.4,0.123046875,47.5,0
298.9,309.2,1412,44.1,140,0,0,0,0,0,0,0,1,10.300000000000011,62269.200000000004,0.09907997169143666,92419.87999999999,6174.0,1.0344596855135497,31.30820399113082,441.62553191489366,0.14262613195342821,1442.0000000000016,0
299.7,309.1,1473,39.4,125,0,0,0,0,0,0,1,0,9.400000000000034,58036.2,0.08480325644504749,92637.27,4925.0,1.0313646980313649,36.460396039603964,460.60476190476186,0.12746683921061144,1175.0000000000043,0
299.1,310.6,1326,49.7,78,0,0,0,0,0,0,1,0,11.5,65902.2,0.0587792012057272,92900.46000000002,3876.6000000000004,1.0384486793714476,26.153846153846153,834.2050632911393,0.1600128783000644,897.0,0
302.3,311.8,1443,43.4,175,0,0,0,0,0,0,0,1,9.5,62626.2,0.12119113573407202,94257.14000000001,7595.0,1.0314257360238175,32.5,355.8306818181818,0.13919178960872353,1662.5,0
300.1,309.6,1625,38.0,46,0,0,0,0,0,0,0,1,9.5,61750.0,0.028290282902829027,92910.96000000002,1748.0,1.031656114628457,41.666666666666664,1313.8297872340424,0.12273901808785528,437.0,0
298.2,307.6,1368,51.8,5,0,0,0,0,0,0,1,0,9.400000000000034,70862.4,0.003652300949598247,91726.32,259.0,1.0315224681421866,25.90909090909091,11810.4,0.16840052015604678,47.00000000000017,0
301.4,310.5,1421,43.8,182,0,0,0,0,0,1,0,0,9.100000000000023,62239.799999999996,0.1279887482419128,93584.7,7971.599999999999,1.0301924353019245,31.718750000000004,340.10819672131146,0.14106280193236714,1656.2000000000041,0
297.2,308.5,1487,46.9,173,0,0,0,0,0,0,0,1,11.300000000000011,69740.3,0.11626344086021505,91686.2,8113.7,1.038021534320323,31.043841336116913,400.80632183908045,0.15202593192868719,1954.900000000002,0
299.2,310.6,1534,39.7,83,0,0,0,0,0,0,1,0,11.400000000000034,60899.8,0.054071661237785014,92931.52,3295.1000000000004,1.038101604278075,37.69041769041769,724.9976190476191,0.12781712813908563,946.2000000000028,0
301.4,310.7,1590,36.3,43,0,0,0,0,0,0,1,0,9.300000000000011,57716.99999999999,0.02702702702702703,93644.98,1560.8999999999999,1.03085600530856,42.62734584450403,1311.7499999999998,0.11683295783714193,399.9000000000005,0
302.3,311.3,1339,50.8,123,0,0,0,0,0,0,0,1,9.0,68021.2,0.09179104477611941,94105.99,6248.4,1.0297717499173007,25.849420849420852,548.558064516129,0.16318663668486988,1107.0,0
298.8,308.6,1571,33.7,61,0,0,0,0,0,0,0,1,9.800000000000011,52942.700000000004,0.03880407124681934,92209.68000000001,2055.7000000000003,1.0327978580990629,45.273775216138326,853.9145161290323,0.10920285158781594,597.8000000000006,0
299.1,310.6,1380,44.7,170,0,0,0,0,0,0,1,0,11.5,61686.00000000001,0.12309920347574221,92900.46000000002,7599.000000000001,1.0384486793714476,30.196936542669583,360.7368421052632,0.143915003219575,1955.0,0
300.9,310.4,1576,40.4,92,0,0,0,0,0,0,0,1,9.5,63670.399999999994,0.05833861762840837,93399.35999999999,3716.7999999999997,1.031571950814224,38.067632850241544,684.6279569892472,0.13015463917525774,874.0,0
297.0,307.9,1422,53.0,115,0,0,0,0,0,0,0,1,10.899999999999977,75366.0,0.08081517919887561,91446.29999999999,6095.0,1.0367003367003367,26.333333333333332,649.7068965517242,0.17213380967846706,1253.4999999999973,0
302.4,310.7,1362,54.8,155,0,1,0,0,0,0,1,0,8.300000000000011,74637.59999999999,0.11371973587674249,93955.68,8494.0,1.02744708994709,24.408602150537636,478.4461538461538,0.17637592532990023,1286.5000000000018,1
300.2,309.8,1394,47.4,21,0,0,0,0,0,0,0,1,9.600000000000023,66075.59999999999,0.015053763440860216,93001.96,995.4,1.0319786808794138,28.801652892561986,3003.4363636363632,0.15300193673337636,201.60000000000048,0
304.1,313.2,1366,46.6,35,0,0,0,0,0,0,1,0,9.099999999999966,63655.6,0.025603511338697878,95244.12000000001,1631.0,1.0299243669845444,28.697478991596636,1768.211111111111,0.148786717752235,318.4999999999988,0
300.7,310.5,1594,31.0,196,0,0,0,0,0,0,0,1,9.800000000000011,49414.0,0.12288401253918495,93367.34999999999,6076.0,1.0325906218822747,49.8125,250.83248730964468,0.0998389694041868,1920.8000000000022,0
303.8,312.6,1565,36.0,179,0,0,0,0,0,0,1,0,8.800000000000011,56340.0,0.11430395913154534,94967.88,6444.0,1.0289664252797894,42.2972972972973,313.0,0.11516314779270632,1575.200000000002,0
298.1,308.8,1432,43.4,68,0,0,0,0,0,0,1,0,10.699999999999989,62148.799999999996,0.04745289602233078,92053.28000000001,2951.2,1.0358939953035893,32.252252252252255,900.7072463768116,0.1405440414507772,727.5999999999992,0
302.0,310.9,1564,39.0,15,0,0,0,0,0,0,1,0,8.899999999999977,60996.0,0.009584664536741214,93891.79999999999,585.0,1.0294701986754966,39.1,3812.25,0.12544226439369574,133.49999999999966,0
300.9,310.7,1740,25.3,164,0,0,0,0,0,0,1,0,9.800000000000011,44022.0,0.0941987363584147,93489.62999999999,4149.2,1.032568959787305,66.15969581749049,266.8,0.0814290312198262,1607.2000000000019,0
301.5,310.5,1612,29.8,148,0,0,0,0,0,0,0,1,9.0,48037.6,0.09175449473031617,93615.75,4410.400000000001,1.0298507462686568,52.33766233766234,322.4,0.09597423510466989,1332.0,0
301.9,310.9,1419,47.7,20,0,0,0,0,0,0,0,1,9.0,67686.3,0.014084507042253521,93860.70999999999,954.0,1.0298111957601854,29.137577002053387,3223.157142857143,0.15342553875844325,180.0,1
298.4,308.9,1501,50.0,203,0,0,0,0,0,0,1,0,10.5,75050.0,0.13515312916111852,92175.75999999998,10150.0,1.0351876675603218,29.431372549019606,367.8921568627451,0.1618646811265782,2131.5,0
301.8,311.0,1322,53.0,166,0,0,0,0,0,0,1,0,9.199999999999989,70066.0,0.1254724111866969,93859.8,8798.0,1.0304837640821736,24.48148148148148,419.5568862275449,0.17041800643086816,1527.199999999998,0
296.8,308.0,1371,54.5,86,0,0,0,0,0,0,1,0,11.199999999999989,74719.5,0.06268221574344024,91414.40000000001,4687.0,1.0377358490566038,24.7027027027027,858.8448275862069,0.17694805194805194,963.199999999999,0
297.4,308.3,1472,45.5,2,0,0,0,0,0,0,1,0,10.900000000000034,66976.0,0.0013577732518669382,91688.42,91.0,1.0366509751176867,31.655913978494624,22325.333333333332,0.1475835225429776,21.800000000000068,0
302.4,311.2,1448,50.5,53,0,0,0,0,0,0,1,0,8.800000000000011,73124.0,0.03657694962042788,94106.87999999999,2676.5,1.029100529100529,28.116504854368934,1354.148148148148,0.1622750642673522,466.4000000000006,0
298.6,309.9,1356,59.5,34,0,0,0,0,0,0,1,0,11.299999999999955,80682.0,0.025055268975681652,92536.14,2023.0,1.037843268586738,22.41322314049587,2305.2,0.19199741852210392,384.19999999999845,0
300.2,310.3,1593,36.1,36,0,0,0,0,0,0,0,1,10.100000000000023,57507.3,0.02258469259723965,93152.06,1299.6000000000001,1.0336442371752166,42.93800539083558,1554.2513513513513,0.1163390267483081,363.6000000000008,0
300.8,310.8,1461,41.3,53,0,0,0,0,0,0,0,1,10.0,60339.299999999996,0.03625170998632011,93488.64000000001,2188.8999999999996,1.0332446808510638,34.53900709219858,1117.3944444444444,0.13288288288288286,530.0,0
299.2,308.4,1711,28.9,197,0,0,0,0,0,0,1,0,9.199999999999989,49447.899999999994,0.11507009345794393,92273.27999999998,5693.299999999999,1.0307486631016043,57.224080267558534,249.73686868686866,0.0937094682230869,1812.3999999999978,0
302.2,310.7,1567,36.4,100,0,0,0,0,0,0,1,0,8.5,57038.799999999996,0.06377551020408163,93893.54,3640.0,1.028127068166777,41.898395721925134,564.7405940594059,0.11715481171548117,850.0,0
301.4,310.6,2137,18.0,99,0,0,0,0,0,0,1,0,9.200000000000045,38466.0,0.04630495790458372,93614.84,1782.0,1.0305242203052423,112.47368421052632,384.66,0.05795235028976175,910.8000000000045,0
300.7,310.2,1479,52.3,9,0,0,0,0,0,1,0,0,9.5,77351.7,0.006081081081081081,93277.14,470.7,1.0315929497838376,27.74859287054409,7735.17,0.16860090264345584,85.5,0
300.5,310.8,1509,33.0,153,0,0,0,0,0,0,1,0,10.300000000000011,49797.0,0.10132450331125828,93395.40000000001,5049.0,1.0342762063227955,44.38235294117647,323.35714285714283,0.10617760617760617,1575.9000000000017,0
299.4,308.7,1512,37.2,126,0,0,0,0,0,0,1,0,9.300000000000011,56246.4,0.08327825512227363,92424.77999999998,4687.200000000001,1.031062124248497,39.58115183246073,442.88503937007874,0.12050534499514093,1171.8000000000015,0
301.6,310.9,1538,40.4,13,0,0,0,0,0,0,1,0,9.299999999999955,62135.2,0.008447043534762833,93767.44,525.1999999999999,1.0308355437665782,37.14975845410628,4438.228571428571,0.12994532003859763,120.89999999999941,0
302.4,311.8,1476,46.6,110,0,0,0,0,0,0,1,0,9.400000000000034,68781.6,0.07447528774542993,94288.31999999999,5126.0,1.0310846560846563,31.008403361344538,619.6540540540541,0.14945477870429763,1034.0000000000036,0
302.2,310.8,1397,47.6,11,0,0,0,0,0,1,0,0,8.600000000000023,66497.2,0.007868383404864092,93923.76,523.6,1.028457974851092,28.744855967078188,5541.433333333333,0.15315315315315314,94.60000000000025,0
300.4,309.7,1547,38.0,181,0,0,0,0,0,0,0,1,9.300000000000011,58786.0,0.11692506459948321,93033.87999999999,6878.0,1.0309587217043943,39.666666666666664,323.0,0.12269938650306748,1683.300000000002,0
298.4,308.9,1577,37.1,0,0,0,0,0,0,1,0,0,10.5,58506.700000000004,0.0,92175.75999999998,0.0,1.0351876675603218,41.39107611548556,58506.700000000004,0.12010359339592103,0.0,0
299.2,309.1,1410,47.1,9,0,0,0,0,0,1,0,0,9.900000000000034,66411.0,0.0063784549964564135,92482.72,423.90000000000003,1.0330882352941178,29.313929313929314,6641.1,0.1523778712390812,89.1000000000003,0
300.8,310.3,1383,46.6,19,0,0,0,0,0,0,1,0,9.5,64447.8,0.013728323699421965,93338.24,885.4,1.0315824468085106,29.054621848739494,3222.3900000000003,0.15017724782468578,180.5,0
300.4,309.6,1571,33.6,126,0,0,0,0,0,1,0,0,9.200000000000045,52785.600000000006,0.08015267175572519,93003.84,4233.6,1.0306258322237019,45.40462427745665,415.6346456692914,0.10852713178294573,1159.2000000000057,0
297.6,308.3,1523,39.5,137,0,0,0,0,0,0,1,0,10.699999999999989,60158.5,0.08989501312335958,91750.08000000002,5411.5,1.0359543010752688,37.60493827160494,435.9311594202899,0.12812195913071683,1465.8999999999985,0
298.8,309.7,1374,58.6,123,0,0,0,0,0,0,1,0,10.899999999999977,80516.40000000001,0.08945454545454545,92538.36,7207.8,1.036479250334672,23.053691275167786,649.325806451613,0.18921536971262512,1340.699999999997,0
300.9,309.6,1384,42.4,131,0,0,0,0,0,0,1,0,8.700000000000045,58681.6,0.09458483754512635,93158.64,5554.4,1.028913260219342,31.889400921658986,444.55757575757576,0.13695090439276483,1139.700000000006,0
302.3,310.2,1506,33.8,43,0,0,0,0,0,1,0,0,7.899999999999977,50902.799999999996,0.028533510285335104,93773.46,1453.3999999999999,1.026132980482964,43.27586206896552,1156.881818181818,0.10896196002578981,339.699999999999,0
301.9,310.6,1573,36.6,15,0,0,0,0,0,0,1,0,8.700000000000045,57571.8,0.009529860228716646,93770.14,549.0,1.028817489234846,41.83510638297872,3598.2375,0.11783644558918223,130.50000000000068,0
300.2,311.5,1426,44.3,73,0,0,0,0,0,1,0,0,11.300000000000011,63171.799999999996,0.051156271899089,93512.3,3233.8999999999996,1.0376415722851433,31.479028697571746,853.672972972973,0.142215088282504,824.9000000000008,0
298.4,308.0,1571,37.4,50,0,0,0,0,0,0,1,0,9.600000000000023,58755.399999999994,0.031806615776081425,91907.2,1870.0,1.032171581769437,40.911458333333336,1152.0666666666666,0.12142857142857143,480.00000000000114,0
297.5,308.8,1471,52.3,152,0,0,0,0,0,0,0,1,11.300000000000011,76933.3,0.10326086956521739,91868.0,7949.599999999999,1.037983193277311,27.598499061913696,502.83202614379087,0.16936528497409326,1717.6000000000017,0
299.7,309.2,1401,54.1,118,0,0,0,0,0,0,1,0,9.5,75794.1,0.08416547788873038,92667.23999999999,6383.8,1.0316983650316984,25.42649727767695,636.9252100840337,0.17496765847347995,1121.0,0
298.2,308.7,1605,29.4,47,0,0,0,0,0,0,1,0,10.5,47187.0,0.029265255292652552,92054.34,1381.8,1.0352112676056338,52.79605263157895,983.0625,0.09523809523809523,493.5,0
301.8,310.7,1680,32.4,76,0,0,0,0,0,0,1,0,8.899999999999977,54432.0,0.045211183819155266,93769.26,2462.4,1.0294897282968853,50.299401197604794,706.9090909090909,0.10428065658191181,676.3999999999983,0
299.6,309.1,1407,50.6,85,0,0,0,0,0,0,1,0,9.5,71194.2,0.060369318181818184,92606.36000000002,4301.0,1.0317089452603472,27.267441860465116,827.839534883721,0.16370106761565836,807.5,0
299.1,310.6,1818,24.1,173,0,0,0,0,0,0,1,0,11.5,43813.8,0.09510720175920835,92900.46000000002,4169.3,1.0384486793714476,72.43027888446214,251.80344827586208,0.07759175788795879,1989.5,0
303.4,312.7,1594,32.8,79,0,0,0,0,0,0,0,1,9.300000000000011,52283.2,0.049529780564263326,94873.18,2591.2,1.0306526038233357,47.159763313609474,653.54,0.10489286856411896,734.700000000001,0
303.4,312.3,1663,33.9,78,0,0,0,0,0,0,1,0,8.900000000000034,56375.7,0.046875,94751.81999999999,2644.2,1.0293342122610416,47.65042979942694,713.6164556962025,0.10854947166186359,694.2000000000027,0
303.5,311.8,1927,21.9,195,0,0,0,0,0,0,1,0,8.300000000000011,42201.299999999996,0.10114107883817428,94631.3,4270.5,1.0273476112026358,84.14847161572052,215.3127551020408,0.07023733162283514,1618.5000000000023,0
303.0,312.3,1480,41.4,125,0,0,0,0,0,0,1,0,9.300000000000011,61272.0,0.08440243079000675,94626.90000000001,5175.0,1.0306930693069307,34.905660377358494,486.2857142857143,0.13256484149855907,1162.5000000000014,0
300.7,309.6,1733,24.8,85,0,0,0,0,0,0,1,0,8.900000000000034,42978.4,0.049019607843137254,93096.72,2108.0,1.0295976055869638,67.17054263565892,499.74883720930234,0.08010335917312661,756.500000000003,0
